tier,score,name,address,rating,user_ratings,primary_type,website,phone,lat,lng,place_id,reasons
"A","95","Clark Marriott Hotel","5398 Manuel A Roxas Highway Zone, Clark Freeport, Angeles, 2023 Pampanga, Philippines","4.6","2144","hotel","https://www.marriott.com/en-us/hotels/crkmc-clark-marriott-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","(045) 598 5000","15.190777199999998","120.52533799999999","ChIJff7LmbOSljMR_U74YEaiw3I","core-type|hospitality-type"
"A","95","7373 Events Place & Restaurant","7373 Bakawan, Makati, 1203 Kalakhang Maynila, Philippines","4.9","2040","event_venue","https://www.7373eventsplace.com/home","0917 527 7373","14.5607438","121.0080089","ChIJofsRlanJlzMRIAfQmbbviiw","core-type|food-type|core-name"
"A","105","Midori Clark Hotel and Casino","C.M. Zone, C.M. Zone, 2009 Claro M Recto Hwy, Clark Freeport, Angeles, 2009 Pampanga, Philippines","4.4","1892","hotel","http://www.midorihotel.com/","(045) 308 8888","15.1927693","120.52153999999999","ChIJEbNxrbaSljMRK3TVnmrb0Ck","core-type|hospitality-type|food-type"
"A","80","Apo View Hotel","4-A, Barangay, J. Camus St, Poblacion District, Davao City, 8000 Davao del Sur, Philippines","4.1","1741","hotel","https://apoviewhotel.com/","(082) 221 6430","7.0694444","125.6077778","ChIJlROqlXdt-TIRUCjLIAdaWqw","core-type|hospitality-type|food-type|noise-type"
"A","70","Princesa Garden Island Resort and Spa","Barangay, Caniguiran, Puerto Princesa City, 5300 Palawan, Philippines","4.3","1726","resort_hotel","http://www.princesagardenisland.com/","0917 873 9574","9.7313852","118.7716522","ChIJv0DAMKpmtTMRUSGqgJ6OLiU","hospitality-type|food-type|core-name"
"A","120","Loreland Farm Resort","Loreland Road, San Roque, Antipolo, 1870 Rizal, Philippines","4.2","1651","resort_hotel","https://loreland.com.ph/","0917 835 2000","14.560690999999998","121.1761107","ChIJcfTKBsrAlzMRthxBeCLz3B4","core-type|hospitality-type|core-name"
"A","60","Villa Caceres Hotel","63 Magsaysay Ave, Naga City, 4400 Camarines Sur, Philippines","4.4","1531","hotel","https://villacacereshotel-naga.com/","0917 551 2285","13.6279849","123.1993478","ChIJd56LLDPzoTMRIrIYiqezv68","hospitality-type|core-name"
"A","60","Mandala Park","Shaw Blvd, Pleasant Hills, Mandaluyong City, 1552 Metro Manila, Philippines","4.4","1523","community_center","http://www.facebook.com/MandalaParkPh","(02) 8534 5648","14.588614899999998","121.0422284","ChIJ5bx8ATHIlzMRtJMPpi-jJDg","core-type"
"A","70","The Orchard Golf & Country Club","Clubhouse Building, KM 27 Emilio Aguinaldo Highway Dasmariñas, Salitran, Dasmariñas, 4114 Cavite, Philippines","4.5","1455","association_or_organization","http://www.theorchardgolf.com/","(046) 416 5931","14.351628300000002","120.96167170000001","ChIJQQ2-92vUlzMRfR7Qyep6dnI","core-type|food-type"
"A","105","Kahuna Beach Resort and Spa","National Highway, Brgy, Urbiztondo, San Juan, 2514 La Union, Philippines","4.3","1444","resort_hotel","https://www.kahunaresort.com/","(072) 607 1040","16.6582698","120.32164759999998","ChIJhS9vVpWNkTMRGssOm7AHUw0","core-type|hospitality-type|food-type"
"A","60","Henann Garden Resort, Boracay","Station 2, Boracay Island, Malay, 5608 Aklan, Philippines","4.4","1436","resort_hotel","https://www.henann.com/boracay/henanngarden/","(036) 288 6672","11.9591852","121.92778009999999","ChIJxZQUTyI8pTMR20k75WBEaQg","hospitality-type|core-name"
"A","130","Nature's Village Resort","Talisay Highway, Talisay City, Metro Bacolod, 6115 Negros Occidental, Philippines","4.3","1426","hotel","http://naturesvillageresort.com/","0917 300 7576","10.726085000000001","122.964096","ChIJU9FdSsjWrjMREHZ4H8Yxdhc","core-type|hospitality-type|food-type|core-name"
"A","105","Bohol Tropics Resort","Graham Ave, Tagbilaran City, Bohol, Philippines","4.1","1347","hotel",,"(038) 411 3510","9.653865999999999","123.849149","ChIJW5bl6lNMqjMRgfy8phcSPPU","core-type|hospitality-type|food-type"
"A","95","The Pinnacle Hotel and Suites","Sta. Ana Ave, Poblacion District, Davao City, 8000 Davao del Sur, Philippines","4.1","1316","hotel","https://www.swiftbook.io/inst/#home?propertyId=722NTlxaQsATVNMI94fMbCokjM244rExqLRFWAprjEzMjQ=&JDRN=Y","(082) 221 3025","7.0759617","125.6151848","ChIJra_OU59t-TIRvuLKA2HPoo4","core-type|hospitality-type"
"A","60","Brittany Palazzo","Villar City, Daang Reyna, Almanza Dos, Muntinlupa, Metro Manila, Philippines","4.5","1311","wedding_venue","https://brittanypalazzo.com/","0917 870 3838","14.3704009","121.00865850000001","ChIJeVfSvkfRlzMR_5JmeKPKvQA","core-type"
"A","60","The Farm At San Benito","119 Barangay Tipakan, Lipa City, 4217 Batangas, Philippines","4.3","1304","hotel","http://www.thefarmatsanbenito.com/","(02) 8889 1150","13.9276725","121.2057904","ChIJDyaUdI1svTMRB4mcFWsmOng","hospitality-type|core-name"
"A","105","Richmonde Hotel Iloilo","Megaworld Boulevard corner Enterprise Road Iloilo Business Park, Mandurriao, Iloilo City, 5000 Iloilo, Philippines","4.5","1269","hotel","https://www.richmondehoteliloilo.com.ph/","(033) 328 7888","10.7154283","122.5456848","ChIJ3UrjHjHlrjMRiZ0USl2G1uc","core-type|hospitality-type|food-type"
"A","60","Embarcadero de Legazpi","Legazpi Blvd, Port Area, Legazpi City, 4500 Albay, Philippines","3.8","1262","business_center",,"0917 302 5035","13.1433527","123.75846279999999","ChIJtSKX4ikCoTMRtRzjYHHka9w","core-type"
"A","60","MOA Concert Grounds","GXQJ+P46, Pasay City, Metro Manila, Philippines","4.4","1242","concert_hall",,,"14.539291899999997","120.9802547","ChIJU93TxuTLlzMRhW-lLyP8jPU","core-type"
"A","105","The Lind Boracay","Station 1, Barangay Balabag, Boracay Island, 5608 Aklan, Philippines","4.5","1225","hotel","http://www.thelindhotels.com/","(02) 8835 8888","11.973082999999999","121.91578700000001","ChIJlXKlGhc8pTMRpuZCGHIAsMc","core-type|hospitality-type|food-type"
"A","105","Awesome Hotel","Montemar Village, 319 Eagle, Ili Norte, San Juan, 2514 La Union, Philippines","4.5","1216","hotel","http://www.awesomehotel.com/","0917 597 4978","16.6782844","120.3368491","ChIJaaM_O3mNkTMR_7zBKRS8KN8","core-type|hospitality-type|food-type"
"A","105","Estancia de Lorenzo San Mateo Rizal","Marvi Hills, Subdivision, St Patrick, San Mateo, 1850 Rizal, Philippines","4.6","1207","event_venue","http://www.estanciadelorenzo.ph/","0917 192 7062","14.6784783","121.1329965","ChIJ7SkUD9G7lzMRBoUPUzVQ-us","core-type|hospitality-type|food-type"
"A","60","SM North EDSA Sky Dome","M24J+7HQ 173, Bago Bantay, Quezon City, Metro Manila, Philippines","4.5","1197","event_venue","http://www.shopsm.com/",,"14.6557242","121.0314813","ChIJYXVDxeK2lzMRtMDenS-MvYY","core-type"
"A","70","The Orchid Gardens Resort Complex","Lazatin Blvd, San Fernando, Pampanga, Philippines","4.4","1170","resort_hotel","https://www.theorchidgardens.com/","(045) 435 9138","15.0247049","120.67657299999999","ChIJu5FFsaj3ljMR1lHjLKQ_CmA","hospitality-type|food-type|core-name"
"A","85","Tanay Highlands","H9H7+5HW, Tanay, Rizal, Philippines","4.2","1150","restaurant",,"0968 855 4846","14.577973499999999","121.363884","ChIJZR2mb52TlzMRBVcxfcdqRcw","core-type|hospitality-type|food-type|food-primary"
"A","60","Sarangani Highlands Garden","24FP+Q3C, Purok Wal, Tambler, General Santos City (Dadiangas), 9500 South Cotabato, Philippines","4.2","1146","resort_hotel","https://www.facebook.com/saranganihighlands/","(083) 304 0752","6.0244951","125.1351929","ChIJS9Ix4lKh9zIRpqINGa667kE","hospitality-type|core-name"
"A","70","Mansion Sports Bar and Lounge (now Monarch Manila)","100, Don Carlos Palanca, Makati, 1229 Kalakhang Maynila, Philippines","4.8","1132","sports_bar","http://mansionsportsbar.ph/","0977 166 4881","14.555750100000001","121.01954719999999","ChIJzUc5Eh_JlzMRfRiS02eAnbw","core-type|food-type"
"A","60","Garden Orchid Hotel & Resort Corp.","7000 Gov Camins Ave, Zamboanga City, Zamboanga del Sur, Philippines","4.1","1124","hotel","http://gardenorchidhotels.com/","(062) 991 0032","6.9178025000000005","122.06404459999999","ChIJa5nuA-lBUDIRTlC9cIsbpcU","hospitality-type|core-name"
"A","120","Villa Marca Resort, Hotel and Events Place","Bayacal, 6XPH+6JP, Sabutan Rd, Silang, 4118 Cavite, Philippines","4.8","1121","hotel",,"0933 829 8873","14.2345765","120.9800657","ChIJixkCvoZ-vTMR9WGlmyQhIKg","core-type|hospitality-type|core-name"
"A","95","Tierra Alta Residential Resort","866P+MW8, Palinpinon, Valencia, 6215 Negros Oriental, Philippines","4.4","1103","resort_hotel","http://tierraaltaresort.com/","0961 063 5381","9.311660999999999","123.2373345","ChIJDS6TpOxlqzMRYk7ONOED-KE","core-type|hospitality-type"
"A","60","The Blue Leaf Cosmopolitan","Robinsons Bridgetowne, 80 Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1110 Metro Manila, Philippines","4.6","1096","event_venue","http://www.theblueleaf.com/","0917 868 2583","14.5919216","121.08165799999999","ChIJX6ekZ_7HlzMRbQmWHHIKJUg","core-type"
"A","105","Mezzo Hotel","F. Cabahug, cor Pres. Quezon St, Cebu City, 6000 Cebu, Philippines","4","1054","hotel","http://www.mezzohotel.com/","0917 139 7204","10.321906799999999","123.91406409999999","ChIJ_W0U1hCZqTMRY_PmTqQSX8g","core-type|hospitality-type|food-type"
"A","65","Bethel Guest House","Rizal Boulevard, Dumaguete City, 6200 Negros Oriental, Philippines","4.2","1035","guest_house",,"0917 320 1484","9.306339","123.309989","ChIJ0foEV-duqzMRUbvxpng6tFo","core-type|hospitality-type|food-type|supplier-type"
"A","60","Circa 1900","Sanjercasvil Ext Rd, Cebu City, 6000 Cebu, Philippines","4.5","989","event_venue","https://www.maayoleisuregroup.com/circa1900-1-1","0908 866 3548","10.3269731","123.9000916","ChIJRT_X3iSZqTMRh7SXchoKmDY","core-type"
"A","70","North Zen Villas","Brgy. Doljo Panglao Island, Panglao, 6340 Bohol, Philippines","4.6","974","resort_hotel","https://www.northzenvillas.com/","0917 304 2300","9.585789499999999","123.73263670000001","ChIJM_gbQ7WtqzMRSBO9O9rxyVE","hospitality-type|food-type|core-name"
"A","60","The Ritz Hotel at Garden Oases","Porras St, Cor Ignacio Villamor St, Barrio Obrero, Davao City, 8000 Davao del Sur, Philippines","4","971","hotel",,"(02) 8249 8745","7.0810625","125.61693749999999","ChIJLSigJydt-TIRDq3-e1LnB8E","hospitality-type|core-name"
"A","130","Punta Villa Resort Inc.","Santo Niño Sur, Villa Arevalo District, Iloilo City, Iloilo, Philippines","4","966","resort_hotel",,"(033) 336 1106","10.6826872","122.50599679999999","ChIJlyXttm_wrjMRy7nCHhKxqmk","core-type|hospitality-type|food-type|core-name"
"A","60","El Nido Garden Resort","Sitio Cabugao, Masagana Pob. (Barangay 3), El Nido, Palawan, Philippines","3.9","938","resort_hotel","http://elnidogardenresortph.com/","0915 489 9009","11.184120199999999","119.39310069999998","ChIJTyf2Cj9VtjMRoWde1Khlow8","hospitality-type|core-name"
"A","95","Avenue Plaza Hotel","40 Magsaysay Ave, Naga City, 4400 Camarines Sur, Philippines","4.5","928","hotel","http://www.theavenueplazahotel.eu/","0917 101 5999","13.6325986","123.1964307","ChIJtQj7-TPzoTMRfuVFgx2fUK8","core-type|hospitality-type"
"A","60","Sea Garden Resort","QH6W+F27, Coastal Road, Jaro, Leganes, Iloilo, Philippines","4.2","882","resort_hotel",,"0907 723 2074","10.7611631","122.59505399999999","ChIJJyort3fkrjMRTFVTdlZVWPg","hospitality-type|core-name"
"A","60","Cintai Corito's Garden","Sitio Pandayan, Leviste Hwy, Balete, 4219 Batangas, Philippines","4.4","870","resort_hotel","http://cintaicoritosgardenandspa.com/","0917 833 1508","14.004425099999999","121.12862949999999","ChIJtdoeB2RsvTMR4mi1JWF7ay0","hospitality-type|core-name"
"A","70","The Old Grove Farmstead","Purok 5, U. Mojares St, Brgy MK Lina St, Lipa City, 4217 Batangas, Philippines","4.5","862","tourist_attraction","http://theoldgrovefarmstead.ph/","0917 895 2829","13.9335198","121.13562769999999","ChIJCZnaZ71tvTMRWkRrafQANyw","core-type|hospitality-type|noise-type"
"A","85","Marriott Grand Ballroom","G2C8+FVF, Newport Blvd, Pasay City, Metro Manila, Philippines","4.7","852","event_venue",,,"14.5211917","121.0171586","ChIJjX0qVyrPlzMR2jt3x_Ttp1U","core-type|core-name"
"A","60","Angelfields Nature Sanctuary","Santa Rosa - Tagaytay Rd, Silang, 4118 Cavite, Philippines","4.5","814","event_venue","http://www.angelfields.info/","0917 880 0334","14.168117400000002","121.00018370000001","ChIJTf2AmMR7vTMRbdSYsV8qoEA","core-type"
"A","105","Mithi Resort and Spa","JRF2+3PX Bingag Elementary School, Panglao Island Circumferential Road, Dauis, 6339 Bohol, Philippines","4.2","811","resort_hotel","http://www.mithiresort.com/","0917 304 0222","9.6261171","123.8036352","ChIJY4EbUkatqzMRlAFpKf66FSI","core-type|hospitality-type|food-type"
"A","130","Venue 88 Hotel and Events Place","Mabuhay Rd, General Santos City (Dadiangas), South Cotabato, Philippines","4.3","802","event_venue",,"(083) 553 9988","6.1342517","125.15997019999998","ChIJgZDnLPue9zIRdcZIIel7u1U","core-type|hospitality-type|food-type|core-name"
"A","70","Anzani New Mediterranean Restaurant","Panorama Heights Nivel Hills, Lahug, Cebu City, 6000 Cebu, Philippines","4.5","791","cocktail_bar","http://www.anzani.com.ph/","(032) 232 7375","10.3356199","123.8968658","ChIJndRuByiZqTMRWrKfZq3FAOk","core-type|food-type"
"A","70","Valle Verde Country Club","Capt. Henry P. Javier, Pasig, Metro Manila, Philippines","4.3","789","event_venue","https://www.valleverdecountryclub.com/","(02) 8631 1711","14.576303500000002","121.0663318","ChIJ4S_HQW3IlzMRfK5SSzC5O9I","core-type|food-type"
"A","60","Baguio Convention and Cultural Center","CH3X+RRW, Baguio, Benguet, Philippines","4.3","777","convention_center",,"(074) 446 2009","16.4046019","120.59958629999998","ChIJD0wVqkGhkTMR-tgsckkyEzY","core-type"
"A","60","BGC Arts Center","26th Street, corner 9th Ave, Taguig, 1634 Metro Manila, Philippines","4.5","761","performing_arts_theater","https://bgcartscenter.org/",,"14.547787399999999","121.04993069999999","ChIJQzwwEO7IlzMRAYej2V9498M","core-type"
"A","95","Damires Hills Farm and Spa Resort","XG78+C9W Brgy, Damires, Janiuay, 5000 Iloilo, Philippines","4.4","752","resort_hotel","https://damireshills.ph/","0917 632 5901","10.9610487","122.51694090000001","ChIJhaB90YwErzMRsnADwwAve7A","core-type|hospitality-type|noise-type|core-name"
"A","60","One Esplanade","Building, Seaside, One Esplanade, Mall of Asia Complex, Corner J.W. Diokno Blvd, Pasay City, Metro Manila, Philippines","4.3","734","event_venue","https://www.facebook.com/oneesplanade2007","(02) 8861 5442","14.542215099999998","120.98275939999999","ChIJQ7nu8ePLlzMRx6fGtw_tVVE","core-type"
"A","85","Marquis Events Place","Marquis Building, Rizal Dr, Bonifacio Global City, Makati City, 1634 Metro Manila, Philippines","4.4","729","event_venue","http://www.marquis.ph/","(02) 8663 7487","14.5533018","121.05514459999999","ChIJF0IzYfPIlzMRNkbYApeAGTA","core-type|core-name"
"A","60","Newport Performing Arts Theater","L2, Newport Mall, 1309 Newport Blvd, Newport City, Pasay City, Metro Manila, Philippines","4.7","716","performing_arts_theater","https://www.newportworldresorts.com/mall/newport-performing-arts-theater?gad_source=1&gclid=CjwKCAjwo6GyBhBwEiwAzQTmc6t7-4aIg7gIvgqtnuVhE6O4dj-BoveJA1b2Vo7rRSbaYnvJs6l75hoCVLQQAvD_BwE","(02) 8891 9999","14.5191108","121.0200594","ChIJAT5ess3OlzMRfgGY7B9Eclg","core-type"
"A","60","Jardin de Miramar Events Venue","Buliran Rd, San Isidro, Antipolo, 1870 Rizal, Philippines","4.4","706","wedding_venue","http://www.jardindemiramar.com/","0917 863 5155","14.593663999999999","121.1791979","ChIJUchCN06_lzMRIkvHRXYt2AM","core-type|noise-type|core-name"
"A","85","Tyvo Overlooking Events Place & Private Resort","Blk 16 Lt 9 Mt. Banahaw St, Grand Heights Subdivision, Antipolo, 1870 Rizal, Philippines","4.4","704","event_venue","https://tyvoresort.com/",,"14.577115000000001","121.162015","ChIJl4t_v1bHlzMRL-b4CKhyswc","core-type|core-name"
"A","70","Marcian Garden Hotel","Gov Camins Ave, Zamboanga City, 7000 Zamboanga del Sur, Philippines","4.2","703","hotel","https://www.marciangardenhotel.com/","(062) 991 2519","6.919015000000001","122.06577779999999","ChIJ______8TVDIRbU0c7zMbdfM","hospitality-type|food-type|core-name"
"A","60","The PICC Forum","CCP Complex, Magdalena Jalandoni St, Pasay City, Metro Manila, Philippines","4.4","693","event_venue","https://www.picc.gov.ph/","(02) 8789 4789","14.5552089","120.9843704","ChIJM-5MG9nLlzMRJMu6QAFCL0Y","core-type"
"A","60","Club Filipino","Corner Eisenhower St, Club Filipino Avenue, San Juan City, 1502 Metro Manila, Philippines","4.2","691","event_venue",,"(02) 8722 2001","14.604047999999999","121.04866880000002","ChIJ5aeuEdm3lzMRF3sRVlvR8tU","core-type"
"A","60","Palacio de Maynila","1809, 1813 Del Pilar St, Malate, Manila, 1004 Metro Manila, Philippines","4.4","689","event_venue",,,"14.570705600000002","120.98270849999999","ChIJLzfWJdXLlzMRhYvTKoWPHJE","core-type"
"A","85","The Filinvest Tent","Spectrum Piazza, Spectrum Midway, Alabang, Muntinlupa, 1780 Metro Manila, Philippines","4.3","685","event_venue",,"(02) 8551 5506","14.4210284","121.03736430000001","ChIJd-nCcDTQlzMRpJc0cMM9fAE","core-type|core-name"
"A","95","Palmas del Mar Conference Resort Hotel","JWVF+PX4, J. R. Torres Ave, Bacolod, 6100 Negros Occidental, Philippines","4","685","resort_hotel",,"(034) 434 7972","10.6443225","122.924926","ChIJBSqnn9_PrjMRsrR8iTFUCYc","core-type|hospitality-type"
"A","60","Music Museum","J332+3CF, Service Rd, San Juan City, Metro Manila, Philippines","4.3","682","performing_arts_theater","http://www.musicmuseum.com.ph/music-museum-teatrino-concerts/","(02) 8721 6726","14.602682499999998","121.05106239999999","ChIJ19YNK9-3lzMRtYd62hxGhtM","core-type"
"A","90","JJ's SEAFOOD VILLAGE","K OF C Drive, Celestino Gallares St, Tagbilaran City, 6300 Bohol, Philippines","4","682","restaurant",,"(038) 501 0566","9.645647","123.85186199999998","ChIJXew38K1NqjMRti6j0MR4XqQ","core-type|hospitality-type|food-type|supplier-type|core-name"
"A","85","Chateau de Busay Inn & Restaurant","Lower Busay Nivel Hills, 9V6J+WJF, Cebu Transcentral Hwy, Cebu City, 6000 Cebu, Philippines","4.5","674","restaurant","https://chateaudebusay.com.ph/ourbrochure.html","(032) 253 0478","10.362322599999999","123.8815394","ChIJD1y1B0yfqTMRx8D4vO1rDZk","core-type|hospitality-type|food-type|food-primary"
"A","60","Oasis Manila","169 Aurora Blvd, San Juan City, 1500 Metro Manila, Philippines","4.3","657","event_venue","http://oasismanila.squarespace.com/","(02) 8721 4585","14.61266","121.03080899999999","ChIJDfpoCy22lzMRi0gNZL0ZPMM","core-type"
"A","60","The Greenery Bulacan","80 Rio Vista Subdivision, Baliwag, 3006 Bulacan, Philippines","4.1","656","event_venue","http://thegreenery.ph/","(044) 766 6325","14.9638936","120.91681039999999","ChIJ0SVlehMAlzMRbACn2fHTcqw","core-type"
"A","70","Ming's Garden","Ming’s Garden:, Santa Rosa - Tagaytay Rd, Tagaytay City, Cavite, Philippines","4.4","648","event_venue","https://mingsgarden.ph/","0917 144 4933","14.145906799999999","120.99195350000001","ChIJoVQ6niB6vTMRlKSehuWNPBg","core-type|food-type|noise-type|core-name"
"A","65","By The Sea Resort Hotel","99 National Highway, Barretto, Olongapo City, 2200 Zambales, Philippines","3.9","642","resort_hotel","http://www.bythesea.com.ph/","0935 877 5374","14.8510256","120.2611176","ChIJLawS4M9wljMRU20nP6fhDL0","core-type|hospitality-type|food-type|supplier-type"
"A","95","Playa Tropical Resort Hotel","Barangay Victoria, Currimao, 2903 Ilocos Norte, Philippines","4.3","638","resort_hotel","http://www.playatropical.ph/","0917 570 0223","17.996654","120.4996062","ChIJ9fBtoOaUjjMRe6_UjMJjw1I","core-type|hospitality-type"
"A","85","Weddings and Beyond","EDSA, corner Doña Julia Vargas Ave, Ortigas Center, Mandaluyong City, 1555 Metro Manila, Philippines","5","637","service","https://weddingsnbeyond.com/","0962 478 4833","14.586012799999999","121.056674","ChIJ-aG32iPLlzMRFowPW1ZENLw","core-type|core-name"
"A","60","R&B Music Venue","Perimeter Road, 5H86+636, Oregon Ave, Angeles, Pampanga, Philippines","4.4","635","live_music_venue",,,"15.1655466","120.5601306","ChIJ5wdecZvyljMRVddkbDvDEsM","core-type"
"A","95","Chateau By The Sea","Barangay Buot, Punta Engaño, 827G+XMP, Lapu-Lapu, 6015 Cebu, Philippines","4.3","634","resort_hotel","http://www.chateaubythesea.ph/","(032) 505 7701","10.3149645","124.0266944","ChIJz-o5xPuWqTMRxvZuQLeeE1A","core-type|hospitality-type"
"A","105","Bantug Lake Ranch","Granada Alangilan Road, Bacolod, 6100 Negros Occidental, Philippines","4.4","633","resort_hotel","http://bantuglakeranch.com/","(034) 213 1916","10.672529299999999","123.0614635","ChIJFYGzaCHTrjMRtqScJG0DjEU","core-type|hospitality-type|food-type|noise-type|core-name"
"A","85","The Tent","Gatchalian Dr, Las Piñas, Metro Manila, Philippines","4.6","627","event_venue",,"0917 626 9381","14.4760995","120.9866452","ChIJ8VIhNf7NlzMRQcTWyGxZnFM","core-type|core-name"
"A","60","Tanghalang Pasigueño","Pasig City Hall Complex, H35M+J37, Caruncho Ave, Pasig, Metro Manila, Philippines","4.3","622","performing_arts_theater",,,"14.5590307","121.08266789999999","ChIJe23SL9THlzMRt3nGtiZu8rs","core-type"
"A","85","The Blue Leaf Events Pavilion","100 Park Avenue, McKinley Hill Village, Taguig, 1633 Metro Manila, Philippines","4.4","621","event_venue","http://www.theblueleaf.com/","0917 828 2583","14.534343","121.05319499999999","ChIJfye5GcHIlzMRwN3BochGBUc","core-type|core-name"
"A","60","The Elements at Centris","J2RR+JC4, Diliman, Quezon City, Metro Manila, Philippines","4.4","620","event_venue",,"(02) 7365 1565","14.641510700000001","121.04106379999999","ChIJWUABu6m3lzMR_GvN1BsNVAM","core-type"
"A","130","Villa Ibarra","4W2X+M2W Brgy, 130 Gen Emilio Aguinaldo Highway, Maharlika East, Tagaytay City, 4120 Cavite, Philippines","4.5","613","wedding_venue","https://villaibarra.com/","0917 701 6461","14.1014127","120.94757839999998","ChIJ2w1xZwl5vTMRePefxa6xYo8","core-type|hospitality-type|food-type|core-name"
"A","60","Hacienda de Palmeras","W3PC+77Q, Pasonanca Road, Zamboanga City, Zamboanga del Sur, Philippines","4.3","610","hotel",,"(062) 991 3284","6.935717299999999","122.07074739999999","ChIJcdVB3ppBUDIR2j71yTw3YJQ","hospitality-type|core-name"
"A","105","The VIP Hotel - Cagayan de Oro","Don Apolinar Velez St, Cagayan De Oro City, 9000 Misamis Oriental, Philippines","4","598","hotel",,"(088) 850 6971","8.479311","124.64472479999999","ChIJW3jZfNfy_zIRXo_D0sRQNeQ","core-type|hospitality-type|food-type"
"A","60","Bayanihan Center","H3F4+HPW, Pioneer St, Pasig, Metro Manila, Philippines","4.5","597","event_venue",,,"14.573998900000001","121.05683219999999","ChIJzTmRD2rIlzMRTcQncZoqIiY","core-type"
"A","85","Glass Garden Events Venue","257 Evangelista Ave, Pasig, 1610 Metro Manila, Philippines","4.4","590","event_venue","http://www.glassgardenevents.com/","0915 603 5374","14.619328500000002","121.0819549","ChIJd3C5_iC4lzMRCERQqVcUKhE","core-type|core-name"
"A","85","LausGroup Event Centre","San Fernando Interchange, San Fernando, 2000 Pampanga, Philippines","4.5","590","event_venue",,"0998 959 2016","15.047915299999998","120.68808469999999","ChIJFSQi02r3ljMRypYvQnQwzf0","core-type|core-name"
"A","60","Mansion Garden Hotel","Bonifacio St, Subic Bay Freeport, Zone, Zambales, Philippines","4.4","565","hotel","http://www.mansiongarden.com/","(047) 250 3132","14.8181284","120.2828241","ChIJvXIIAxNxljMRXMaBlssmteA","hospitality-type|core-name"
